Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s)
Ethyl acetate-air,501.0,1.5,1.0,41.15
Ethyl acetate-air,513.0,1.5,1.0,40.9
Ethyl acetate-air,519.0,0.7,1.0,61.47
Ethyl acetate-air,519.0,1.0,1.0,83.27
Ethyl acetate-air,531.0,0.7,1.0,66.94
Ethyl acetate-air,531.0,1.5,1.0,45.78
Ethyl acetate-air,543.0,0.7,1.0,68.73
Ethyl acetate-air,561.0,1.0,1.0,98.65
Ethyl acetate-air,564.0,0.7,1.0,75.59
Ethyl acetate-air,567.0,1.5,1.0,50.79
Ethyl acetate-air,579.0,1.0,1.0,102.77
Ethyl acetate-air,585.0,0.7,1.0,77.84
Ethyl acetate-air,600.0,0.62,1.0,81.9
Ethyl acetate-air,600.0,0.64,1.0,95.44
Ethyl acetate-air,600.0,0.66,1.0,105.53
Ethyl acetate-air,600.0,0.68,1.0,109.62
Ethyl acetate-air,600.0,0.7,1.0,95.775
Ethyl acetate-air,600.0,0.72,1.0,104.19
Ethyl acetate-air,600.0,0.74,1.0,93.51
Ethyl acetate-air,600.0,0.76,1.0,76.46
Ethyl acetate-air,600.0,0.78,1.0,60.18
Ethyl acetate-air,600.0,1.0,1.0,111.37
Ethyl acetate-air,600.0,1.5,1.0,58.37
Gasoline-air,300.0,2.258,1.0,17.642
Gasoline-air,300.0,3.845,1.0,24.532
Gasoline-air,300.0,5.287,1.0,29.699
Gasoline-air,300.0,6.874,1.0,32.711
Gasoline-air,300.0,8.82,1.0,34.0
Gasoline-air,300.0,10.046,1.0,32.274
Gasoline-air,300.0,11.704,1.0,27.532
Gasoline-air,356.4,1.4,1.0,30.228
Gasoline-air,360.0,0.943,1.0,16.359
Gasoline-air,360.0,1.361,1.0,23.075
Gasoline-air,360.0,1.665,1.0,27.724
Gasoline-air,360.0,1.703,1.0,27.722
Gasoline-air,360.0,1.778,1.0,27.2
Gasoline-air,360.0,1.967,1.0,27.71
Gasoline-air,360.0,2.574,1.0,31.826
Gasoline-air,360.0,2.726,1.0,35.187
Gasoline-air,360.0,2.84,1.0,35.959
Gasoline-air,360.0,2.876,1.0,32.33
Gasoline-air,360.0,3.067,1.0,35.948
Gasoline-air,360.0,3.597,1.0,39.032
Gasoline-air,360.0,3.825,1.0,41.871
Gasoline-air,360.0,3.863,1.0,41.61
Gasoline-air,360.0,4.013,1.0,38.494
Gasoline-air,360.0,4.09,1.0,43.672
Gasoline-air,360.0,4.696,1.0,46.234
Gasoline-air,360.0,4.999,1.0,46.738
Gasoline-air,360.0,5.035,1.0,43.109
Gasoline-air,360.0,5.036,1.0,44.663
Gasoline-air,360.0,5.074,1.0,44.662
Gasoline-air,360.0,5.264,1.0,47.243
Gasoline-air,360.0,5.755,1.0,47.22
Gasoline-air,360.0,6.019,1.0,46.69
Gasoline-air,360.0,6.094,1.0,44.614
Gasoline-air,360.0,6.133,1.0,47.202
Gasoline-air,360.0,6.171,1.0,47.719
Gasoline-air,360.0,6.209,1.0,47.199
Gasoline-air,360.0,6.738,1.0,47.692
Gasoline-air,360.0,7.152,1.0,43.787
Gasoline-air,360.0,7.191,1.0,45.339
Gasoline-air,360.0,7.342,1.0,44.555
Gasoline-air,360.0,7.908,1.0,42.974
Gasoline-air,360.0,8.209,1.0,38.815
Gasoline-air,360.0,8.323,1.0,39.845
Gasoline-air,360.0,8.36,1.0,39.326
Gasoline-air,360.0,8.435,1.0,38.286
Gasoline-air,360.0,9.039,1.0,34.112
Gasoline-air,360.0,9.376,1.0,27.361
Gasoline-air,360.0,9.378,1.0,30.987
Gasoline-air,360.0,9.379,1.0,33.578
Gasoline-air,360.0,9.416,1.0,32.54
Gasoline-air,360.0,9.454,1.0,32.538
Gasoline-air,360.0,10.055,1.0,23.702
Gasoline-air,360.0,10.471,1.0,24.718
Gasoline-air,360.0,10.545,1.0,19.015
Gasoline-air,360.0,11.604,1.0,21.038
Gasoline-air,438.9,1.4,1.0,47.831
Gasoline-air,468.6,1.4,1.0,54.37
Gasoline-air,470.0,2.117,1.0,46.507
Gasoline-air,470.0,3.776,1.0,58.136
Gasoline-air,470.0,5.29,1.0,66.319
Gasoline-air,470.0,6.949,1.0,71.486
Gasoline-air,470.0,8.535,1.0,74.067
Gasoline-air,470.0,10.337,1.0,71.479
Gasoline-air,470.0,11.851,1.0,65.444
Gasoline-air,470.0,13.436,1.0,53.809
Gasoline-air,558.6,1.4,1.0,79.564
Gasoline-air,597.9,1.4,1.0,91.917
Gasoline-air,600.0,0.69,1.0,76.701
Gasoline-air,600.0,0.796,1.0,96.804
Gasoline-air,600.0,0.895,1.0,108.66
Gasoline-air,600.0,0.987,1.0,114.845
Gasoline-air,600.0,1.093,1.0,117.423
Gasoline-air,600.0,1.196,1.0,116.392
Gasoline-air,600.0,1.292,1.0,108.66
Gasoline-air,600.0,1.392,1.0,93.711
H2 - air mixture,300.0,0.798,1.0,11.075
H2 - air mixture,300.0,0.8,1.0,27.47
H2 - air mixture,300.0,0.8,1.0,31.371
H2 - air mixture,300.0,0.8,1.0,26.398
H2 - air mixture,300.0,0.899,1.0,48.14
H2 - air mixture,300.0,0.899,1.0,13.629
H2 - air mixture,300.0,0.901,1.0,41.573
H2 - air mixture,300.0,0.902,1.0,13.023
H2 - air mixture,300.0,0.902,1.0,13.59
H2 - air mixture,300.0,0.907,1.0,47.396
H2 - air mixture,300.0,0.996,1.0,15.361
H2 - air mixture,300.0,0.999,1.0,15.394
H2 - air mixture,300.0,1.001,1.0,15.06
H2 - air mixture,300.0,1.004,1.0,50.082
H2 - air mixture,300.0,1.005,1.0,52.13
H2 - air mixture,300.0,1.01,1.0,51.001
H2 - air mixture,300.0,1.094,1.0,19.917
H2 - air mixture,300.0,1.1,1.0,56.049
H2 - air mixture,300.0,1.1,1.0,18.46
H2 - air mixture,300.0,1.102,1.0,17.756
H2 - air mixture,300.0,1.104,1.0,57.45
H2 - air mixture,300.0,1.111,1.0,56.267
H2 - air mixture,300.0,1.199,1.0,20.806
H2 - air mixture,300.0,1.202,1.0,58.63
H2 - air mixture,300.0,1.202,1.0,15.95
H2 - air mixture,300.0,1.202,1.0,15.981
H2 - air mixture,300.0,1.205,1.0,60.889
H2 - air mixture,300.0,1.211,1.0,58.219
H2 - air mixture,300.0,1.301,1.0,60.363
H2 - air mixture,300.0,1.302,1.0,53.9
H2 - air mixture,300.0,1.305,1.0,20.284
H2 - air mixture,300.0,1.317,1.0,52.295
H2 - air mixture,400.0,0.8,1.0,137.48
H2 - air mixture,400.0,0.896,1.0,185.28
H2 - air mixture,400.0,0.903,1.0,154.17
H2 - air mixture,400.0,0.996,1.0,163.09
H2 - air mixture,400.0,1.096,1.0,209.52
H2 - air mixture,400.0,1.096,1.0,162.9
H2 - air mixture,400.0,1.195,1.0,153.63
H2 - air mixture,400.0,1.197,1.0,273.59
H2 - air mixture,400.0,1.296,1.0,110.58
H2 - air mixture,400.0,1.297,1.0,261.47
H2 - air mixture,475.41,1.0,1.0,65.04
H2 - air mixture,483.36,1.0,1.0,72.61
H2 - air mixture,487.32,1.0,1.0,79.66
H2 - air mixture,500.0,0.798,1.0,66.05
H2 - air mixture,500.0,0.897,1.0,91.77
H2 - air mixture,500.0,0.898,1.0,90.54
H2 - air mixture,500.0,1.003,1.0,98.14
H2 - air mixture,500.0,1.094,1.0,101.87
H2 - air mixture,500.0,1.098,1.0,109.09
H2 - air mixture,500.0,1.193,1.0,100.38
H2 - air mixture,500.0,1.198,1.0,136.8
H2 - air mixture,500.0,1.296,1.0,78.11
H2 - air mixture,500.0,1.298,1.0,131.6
H2 - air mixture,509.43,1.0,1.0,93.28
H2 - air mixture,524.64,1.0,1.0,103.36
H2 - air mixture,531.51,1.0,1.0,111.93
H2 - air mixture,537.93,1.2,1.0,68.07
H2 - air mixture,549.51,1.2,1.0,79.16
H2 - air mixture,557.25,1.0,1.0,123.03
H2 - air mixture,557.82,1.2,1.0,88.74
H2 - air mixture,573.54,1.0,1.0,136.13
H2 - air mixture,596.73,1.0,1.0,147.73
H2 - air mixture,600.0,0.799,1.0,25.79
H2 - air mixture,600.0,0.899,1.0,36.36
H2 - air mixture,600.0,0.905,1.0,46.37
H2 - air mixture,600.0,0.998,1.0,51.4
H2 - air mixture,600.0,1.097,1.0,55.11
H2 - air mixture,600.0,1.101,1.0,51.95
H2 - air mixture,600.0,1.198,1.0,60.61
H2 - air mixture,600.0,1.203,1.0,57.51
H2 - air mixture,600.0,1.296,1.0,50.84
H2 - air mixture,600.0,1.3,1.0,57.14
H2 - air mixture,629.73,1.2,1.0,105.88
H2 - air mixture,638.01,1.2,1.0,115.97
H2 - air mixture,640.86,1.2,1.0,125.04
H2/CO/CH4/CH4/CO2/N2-air,300.0,1.101,2.0,16.43
H2/CO/CH4/CO2/N2-air,300.0,0.697,1.0,9.724
H2/CO/CH4/CO2/N2-air,300.0,0.697,1.0,9.724
H2/CO/CH4/CO2/N2-air,300.0,0.701,1.0,11.36
H2/CO/CH4/CO2/N2-air,300.0,0.705,1.0,10.274
H2/CO/CH4/CO2/N2-air,300.0,0.71,1.0,16.916
H2/CO/CH4/CO2/N2-air,300.0,0.712,1.0,14.399
H2/CO/CH4/CO2/N2-air,300.0,0.712,1.0,12.534
H2/CO/CH4/CO2/N2-air,300.0,0.799,1.0,12.207
H2/CO/CH4/CO2/N2-air,300.0,0.799,1.0,19.241
H2/CO/CH4/CO2/N2-air,300.0,0.8,1.0,33.908
H2/CO/CH4/CO2/N2-air,300.0,0.803,1.0,13.848
H2/CO/CH4/CO2/N2-air,300.0,0.896,1.0,26.665
H2/CO/CH4/CO2/N2-air,300.0,0.898,1.0,20.139
H2/CO/CH4/CO2/N2-air,300.0,0.898,1.0,35.793
H2/CO/CH4/CO2/N2-air,300.0,0.899,1.0,16.148
H2/CO/CH4/CO2/N2-air,300.0,0.9,1.0,26.733
H2/CO/CH4/CO2/N2-air,300.0,0.901,1.0,13.954
H2/CO/CH4/CO2/N2-air,300.0,0.901,1.0,13.954
H2/CO/CH4/CO2/N2-air,300.0,0.902,1.0,19.8
H2/CO/CH4/CO2/N2-air,300.0,0.903,5.0,8.632
H2/CO/CH4/CO2/N2-air,300.0,0.905,1.0,15.902
H2/CO/CH4/CO2/N2-air,300.0,0.905,2.0,12.971
H2/CO/CH4/CO2/N2-air,300.0,0.905,3.0,10.508
H2/CO/CH4/CO2/N2-air,300.0,0.994,1.0,29.619
H2/CO/CH4/CO2/N2-air,300.0,0.997,1.0,15.517
H2/CO/CH4/CO2/N2-air,300.0,0.997,1.0,15.517
H2/CO/CH4/CO2/N2-air,300.0,0.998,1.0,21.483
H2/CO/CH4/CO2/N2-air,300.0,0.998,1.0,44.391
H2/CO/CH4/CO2/N2-air,300.0,1.0,1.0,23.093
H2/CO/CH4/CO2/N2-air,300.0,1.0,1.0,29.62
H2/CO/CH4/CO2/N2-air,300.0,1.001,2.0,14.788
H2/CO/CH4/CO2/N2-air,300.0,1.001,3.0,12.502
H2/CO/CH4/CO2/N2-air,300.0,1.001,1.0,36.942
H2/CO/CH4/CO2/N2-air,300.0,1.002,1.0,18.179
H2/CO/CH4/CO2/N2-air,300.0,1.003,1.0,17.661
H2/CO/CH4/CO2/N2-air,300.0,1.003,5.0,9.687
H2/CO/CH4/CO2/N2-air,300.0,1.096,1.0,31.302
H2/CO/CH4/CO2/N2-air,300.0,1.097,5.0,10.919
H2/CO/CH4/CO2/N2-air,300.0,1.098,1.0,39.977
H2/CO/CH4/CO2/N2-air,300.0,1.098,1.0,19.835
H2/CO/CH4/CO2/N2-air,300.0,1.099,1.0,17.264
H2/CO/CH4/CO2/N2-air,300.0,1.099,1.0,17.264
H2/CO/CH4/CO2/N2-air,300.0,1.1,1.0,24.098
H2/CO/CH4/CO2/N2-air,300.0,1.1,1.0,31.376
H2/CO/CH4/CO2/N2-air,300.0,1.1,1.0,35.282
H2/CO/CH4/CO2/N2-air,300.0,1.106,3.0,13.557
H2/CO/CH4/CO2/N2-air,300.0,1.106,1.0,20.182
H2/CO/CH4/CO2/N2-air,300.0,1.199,1.0,21.034
H2/CO/CH4/CO2/N2-air,300.0,1.199,2.0,17.016
H2/CO/CH4/CO2/N2-air,300.0,1.201,1.0,18.0
H2/CO/CH4/CO2/N2-air,300.0,1.201,1.0,18.0
H2/CO/CH4/CO2/N2-air,300.0,1.206,3.0,14.495
H2/CO/CH4/CO2/N2-air,300.0,1.206,5.0,9.922
H2/CO/CH4/CO2/N2-air,300.0,1.244,1.0,31.03
H2/CO/CH4/CO2/N2-air,300.0,1.248,1.0,26.199
H2/CO/CH4/CO2/N2-air,300.0,1.248,1.0,22.046
H2/CO/CH4/CO2/N2-air,300.0,1.25,1.0,31.198
H2/CO/CH4/CO2/N2-air,300.0,1.255,1.0,20.651
H2/CO/CH4/CO2/N2-air,300.0,1.3,1.0,18.184
H2/CO/CH4/CO2/N2-air,300.0,1.3,1.0,18.184
H2/CO/CH4/CO2/N2-air,300.0,1.301,1.0,21.32
H2/CO/CH4/CO2/N2-air,300.0,1.398,5.0,9.101
H2/CO/CH4/CO2/N2-air,300.0,1.4,3.0,13.029
H2/CO/CH4/CO2/N2-air,300.0,1.402,1.0,20.241
H2/CO/CH4/CO2/N2-air,300.0,1.402,2.0,16.606
H2/CO/CH4/CO2/N2-air,300.0,1.405,1.0,21.203
H2/CO/CH4/CO2/N2-air,408.0,1.0,1.0,58.0
H2/CO/CH4/CO2/N2-air,411.0,1.0,1.0,57.0
H2/CO/CH4/CO2/N2-air,420.0,1.0,1.0,64.0
H2/CO/CH4/CO2/N2-air,432.0,1.0,1.0,65.0
H2/CO/CH4/CO2/N2-air,447.0,1.0,1.0,84.0
H2/CO/CH4/CO2/N2-air,477.0,1.0,1.0,82.0
H2/CO/CH4/CO2/N2-air,483.0,1.0,1.0,111.0
H2/CO/CH4/CO2/N2-air,492.0,1.0,1.0,86.0
H2/CO/CH4/CO2/N2-air,495.0,1.0,1.0,89.0
H2/CO/CH4/CO2/N2-air,507.0,1.0,1.0,126.0
H2/CO/CH4/CO2/N2-air,516.0,1.0,1.0,95.0
H2/CO/CH4/CO2/N2-air,519.0,1.0,1.0,128.0
H2/CO/CH4/CO2/N2-air,522.0,1.0,1.0,77.0
H2/CO/CH4/CO2/N2-air,531.0,1.0,1.0,110.0
H2/CO/CH4/CO2/N2-air,537.0,1.0,1.0,123.0
H2/CO/CH4/CO2/N2-air,549.0,1.0,1.0,111.0
H2/CO/CH4/CO2/N2-air,552.0,1.0,1.0,148.0
H2/CO/CH4/CO2/N2-air,555.0,1.0,1.0,90.0
H2/CO/CH4/CO2/N2-air,570.0,1.0,1.0,126.5
H2/CO/CH4/CO2/N2-air,573.0,1.0,1.0,119.0
H2/CO/CH4/CO2/N2-air,579.0,1.0,1.0,170.0
H2/CO/CH4/CO2/N2-air,582.0,1.0,1.0,115.5
H2/CO/CH4/CO2/N2-air,588.0,1.0,1.0,168.0
H2/CO/CH4/CO2/N2-air,591.0,1.0,1.0,106.0
H2/CO/CH4/CO2/N2-air,594.0,1.0,1.0,143.5
H2/CO/CH4/CO2/N2-air,597.0,1.0,1.0,114.0
H2/CO/CH4/CO2/N2-air,606.0,1.0,1.0,113.0
H2/CO/CH4/CO2/N2-air,612.0,1.0,1.0,119.0
H2/CO/CH4/CO2/N2-air,618.0,1.0,1.0,120.0
H2/CO/CH4/CO2/N2-air,621.0,1.0,1.0,123.0
H2/CO/CH4/CO2/N2-air,624.0,1.0,1.0,124.0
H2/CO/CH4/CO2/N2-air,630.0,1.0,1.0,128.0
H2/CO/CH4/CO2/N2-air,639.0,1.0,1.0,134.0
LPG,300.0,0.695,1.0,20.84
LPG,300.0,0.698,1.0,25.72
LPG,300.0,0.699,1.0,20.84
LPG,300.0,0.699,1.0,19.8
LPG,300.0,0.7,1.0,18.69
LPG,300.0,0.795,1.0,27.99
LPG,300.0,0.796,1.0,31.63
LPG,300.0,0.796,1.0,28.44
LPG,300.0,0.797,1.0,24.99
LPG,300.0,0.798,1.0,28.64
LPG,300.0,0.8,1.0,26.24
LPG,300.0,0.89,1.0,34.74
LPG,300.0,0.892,1.0,35.85
LPG,300.0,0.894,1.0,35.13
LPG,300.0,0.896,1.0,36.5
LPG,300.0,0.897,1.0,31.75
LPG,300.0,0.9,1.0,31.889
LPG,300.0,0.992,1.0,35.57
LPG,300.0,0.993,1.0,39.93
LPG,300.0,0.994,1.0,41.43
LPG,300.0,0.995,1.0,39.74
LPG,300.0,0.995,1.0,39.09
LPG,300.0,1.0,1.0,35.096
LPG,300.0,1.091,1.0,36.6
LPG,300.0,1.092,1.0,40.44
LPG,300.0,1.094,1.0,40.37
LPG,300.0,1.096,1.0,42.32
LPG,300.0,1.1,1.0,36.038
LPG,300.0,1.192,1.0,41.66
LPG,300.0,1.193,1.0,38.08
LPG,300.0,1.193,1.0,35.09
LPG,300.0,1.195,1.0,37.1
LPG,300.0,1.2,1.0,32.627
LPG,300.0,1.294,1.0,32.86
LPG,300.0,1.294,1.0,32.6
LPG,300.0,1.295,1.0,37.28
LPG,300.0,1.296,1.0,30.78
LPG,300.0,1.298,1.0,31.69
LPG,300.0,1.3,1.0,33.05
LPG,300.0,1.3,1.0,27.881
LPG,300.0,1.394,1.0,30.83
LPG,300.0,1.4,1.0,23.73
LPG,300.0,1.4,1.0,22.89
LPG,361.11,1.2,1.0,48.34
LPG,372.66,1.2,1.0,53.37
LPG,375.3,1.0,1.0,56.13
LPG,375.75,1.2,1.0,54.15
LPG,380.58,1.0,1.0,57.73
LPG,381.15,1.2,1.0,57.82
LPG,385.89,1.0,1.0,59.87
LPG,389.43,1.0,1.0,61.29
LPG,394.23,1.2,1.0,60.92
LPG,400.0,0.8,1.0,41.745
LPG,400.0,0.9,1.0,48.928
LPG,400.0,1.0,1.0,52.242
LPG,400.0,1.1,1.0,53.28
LPG,400.0,1.2,1.0,48.642
LPG,400.0,1.3,1.0,44.488
LPG,401.19,1.0,1.0,65.91
LPG,408.84,1.2,1.0,64.79
LPG,410.31,1.2,1.0,60.13
LPG,412.95,1.0,1.0,69.29
LPG,418.8,1.2,1.0,65.36
LPG,428.25,1.0,1.0,73.56
LPG,431.13,1.2,1.0,69.62
LPG,435.84,1.0,1.0,69.11
LPG,443.19,0.8,1.0,56.05
LPG,449.58,1.2,1.0,74.26
LPG,452.4,0.8,1.0,57.59
LPG,454.17,1.2,1.0,72.9
LPG,459.33,0.8,1.0,61.46
LPG,462.3,1.0,1.0,77.29
LPG,466.23,0.8,1.0,61.46
LPG,468.0,1.2,1.0,76.38
LPG,469.35,0.8,1.0,65.14
LPG,469.56,1.2,1.0,78.9
LPG,471.72,1.0,1.0,82.44
LPG,473.16,0.8,1.0,64.17
LPG,474.75,0.8,1.0,66.5
LPG,474.96,1.2,1.0,81.61
LPG,489.27,0.8,1.0,65.13
LPG,491.82,1.2,1.0,81.41
LPG,495.75,1.2,1.0,88.38
LPG,497.01,1.0,1.0,89.73
LPG,500.0,0.8,1.0,64.065
LPG,500.0,0.9,1.0,71.652
LPG,500.0,1.0,1.0,75.055
LPG,500.0,1.1,1.0,75.895
LPG,500.0,1.2,1.0,70.98
LPG,500.0,1.3,1.0,68.215
LPG,503.43,1.2,1.0,88.38
LPG,503.94,0.8,1.0,71.71
LPG,508.59,0.8,1.0,75.39
LPG,514.08,1.0,1.0,94.53
LPG,518.85,1.2,1.0,95.15
LPG,520.05,0.8,1.0,74.03
LPG,530.1,0.8,1.0,79.84
LPG,535.44,0.8,1.0,79.06
LPG,542.43,0.8,1.0,84.68
LPG,548.52,0.8,1.0,83.32
LPG,566.28,0.8,1.0,91.06
LPG,568.5,0.8,1.0,87.18
LPG,594.69,0.8,1.0,97.44
LPG,597.72,0.8,1.0,95.11
Methane,370.225,1.0,1.0,0.48
Methane,372.85,1.0,1.0,0.472
Methane,373.383,1.0,1.0,0.518
Methane,378.986,1.0,1.0,0.493
Methane,382.432,1.0,1.0,0.493
Methane,383.556,1.0,1.0,0.556
Methane,387.592,1.0,1.0,0.548
Methane,425.276,1.0,1.0,0.624
Methane,429.607,1.0,1.0,0.606
Methane,440.772,1.0,1.0,0.645
Methane,444.05,1.0,1.0,0.686
Methane,445.086,1.0,1.0,0.644
Methane,446.027,1.0,1.0,0.721
Methane,448.034,1.0,1.0,0.679
Methane,448.669,1.0,1.0,0.728
Methane,450.246,1.0,1.0,0.71
Methane,453.194,1.0,1.0,0.724
Methane,542.766,1.0,1.0,0.851
Methane,549.017,1.0,1.0,0.85
Methane,551.628,1.0,1.0,0.882
Methane,557.125,1.0,1.0,0.878
Methane,561.67,1.0,1.0,0.92
Methane,563.667,1.0,1.0,0.931
Methane,564.948,1.0,1.0,0.955
Methane,567.445,1.0,1.0,0.923
Methane,570.393,1.0,1.0,0.937
Methane,583.782,1.0,1.0,0.989
Methane,588.431,1.0,1.0,1.02
Methane,589.558,1.0,1.0,0.971
Methane,591.032,1.0,1.0,0.981
Methane,593.98,1.0,1.0,1.012
Methane,594.321,1.0,1.0,1.11
Methane,598.95,1.0,1.0,1.134
Methane,599.877,1.0,1.0,1.096
Methane,605.037,1.0,1.0,1.12
Methane,606.4,1.0,1.0,1.134
Methane,613.145,1.0,1.0,1.13
Methane,614.619,1.0,1.0,1.265
Methane+Air,300.0,0.596,5.0,3.08
Methane+Air,300.0,0.598,3.0,5.145
Methane+Air,300.0,0.599,1.0,9.737
Methane+Air,300.0,0.599,2.0,5.948
Methane+Air,300.0,0.6,1.0,9.511
Methane+Air,300.0,0.6,4.0,4.348
Methane+Air,300.0,0.603,2.0,6.589
Methane+Air,300.0,0.613,1.0,9.598
Methane+Air,300.0,0.651,1.0,13.736
Methane+Air,300.0,0.672,1.0,14.397
Methane+Air,300.0,0.698,1.0,16.066
Methane+Air,300.0,0.698,2.0,13.264
Methane+Air,300.0,0.698,5.0,7.216
Methane+Air,300.0,0.698,10.0,4.006
Methane+Air,300.0,0.699,1.0,13.076
Methane+Air,300.0,0.699,2.0,10.74
Methane+Air,300.0,0.699,5.0,6.944
Methane+Air,300.0,0.7,1.0,17.279
Methane+Air,300.0,0.7,2.0,10.526
Methane+Air,300.0,0.7,3.0,10.218
Methane+Air,300.0,0.7,10.0,5.594
Methane+Air,300.0,0.701,2.0,13.435
Methane+Air,300.0,0.701,3.0,10.072
Methane+Air,300.0,0.701,4.0,8.212
Methane+Air,300.0,0.702,4.0,9.36
Methane+Air,300.0,0.749,1.0,20.726
Methane+Air,300.0,0.752,1.0,23.787
Methane+Air,300.0,0.773,1.0,22.326
Methane+Air,300.0,0.797,5.0,12.258
Methane+Air,300.0,0.797,10.0,9.761
Methane+Air,300.0,0.797,20.0,10.942
Methane+Air,300.0,0.798,2.0,19.554
Methane+Air,300.0,0.798,3.0,17.029
Methane+Air,300.0,0.798,4.0,13.829
Methane+Air,300.0,0.798,10.0,7.39
Methane+Air,300.0,0.799,1.0,25.433
Methane+Air,300.0,0.799,2.0,19.368
Methane+Air,300.0,0.799,4.0,15.036
Methane+Air,300.0,0.799,5.0,12.017
Methane+Air,300.0,0.799,10.0,16.989
Methane+Air,300.0,0.8,1.0,24.413
Methane+Air,300.0,0.8,10.0,9.807
Methane+Air,300.0,0.801,1.0,28.099
Methane+Air,300.0,0.801,2.0,18.784
Methane+Air,300.0,0.801,4.0,12.802
Methane+Air,300.0,0.803,4.0,14.734
Methane+Air,300.0,0.804,1.0,24.204
Methane+Air,300.0,0.81,1.0,26.012
Methane+Air,300.0,0.853,1.0,32.481
Methane+Air,300.0,0.858,1.0,29.56
Methane+Air,300.0,0.885,1.0,32.689
Methane+Air,300.0,0.893,1.0,31.298
Methane+Air,300.0,0.897,10.0,12.155
Methane+Air,300.0,0.897,20.0,9.834
Methane+Air,300.0,0.898,1.0,30.725
Methane+Air,300.0,0.898,2.0,24.004
Methane+Air,300.0,0.898,5.0,15.097
Methane+Air,300.0,0.899,1.0,31.854
Methane+Air,300.0,0.899,3.0,21.123
Methane+Air,300.0,0.899,10.0,14.779
Methane+Air,300.0,0.899,20.0,14.958
Methane+Air,300.0,0.9,2.0,25.273
Methane+Air,300.0,0.9,4.0,18.659
Methane+Air,300.0,0.9,5.0,16.908
Methane+Air,300.0,0.901,1.0,34.22
Methane+Air,300.0,0.902,4.0,19.263
Methane+Air,300.0,0.95,1.0,36.966
Methane+Air,300.0,0.97,1.0,32.133
Methane+Air,300.0,0.99,3.0,22.174
Methane+Air,300.0,0.996,10.0,14.019
Methane+Air,300.0,0.997,5.0,20.773
Methane+Air,300.0,0.997,20.0,10.319
Methane+Air,300.0,0.998,2.0,28.496
Methane+Air,300.0,0.998,3.0,23.876
Methane+Air,300.0,0.998,10.0,15.849
Methane+Air,300.0,0.999,1.0,35.02
Methane+Air,300.0,0.999,4.0,21.498
Methane+Air,300.0,0.999,5.0,18.931
Methane+Air,300.0,1.0,1.0,36.835
Methane+Air,300.0,1.0,2.0,30.037
Methane+Air,300.0,1.0,3.0,25.507
Methane+Air,300.0,1.0,10.0,18.301
Methane+Air,300.0,1.0,20.0,15.859
Methane+Air,300.0,1.001,2.0,28.325
Methane+Air,300.0,1.001,4.0,23.4
Methane+Air,300.0,1.002,4.0,21.739
Methane+Air,300.0,1.049,1.0,34.915
Methane+Air,300.0,1.051,1.0,38.578
Methane+Air,300.0,1.06,1.0,36.167
Methane+Air,300.0,1.096,5.0,19.082
Methane+Air,300.0,1.097,3.0,24.203
Methane+Air,300.0,1.098,2.0,27.983
Methane+Air,300.0,1.098,4.0,21.498
Methane+Air,300.0,1.098,5.0,20.441
Methane+Air,300.0,1.098,20.0,15.235
Methane+Air,300.0,1.099,3.0,24.602
Methane+Air,300.0,1.1,1.0,38.045
Methane+Air,300.0,1.1,2.0,29.138
Methane+Air,300.0,1.1,4.0,21.075
Methane+Air,300.0,1.1,10.0,15.999
Methane+Air,300.0,1.1,20.0,9.0
Methane+Air,300.0,1.102,4.0,23.128
Methane+Air,300.0,1.102,10.0,16.471
Methane+Air,300.0,1.149,1.0,40.549
Methane+Air,300.0,1.15,1.0,34.845
Methane+Air,300.0,1.152,1.0,35.541
Methane+Air,300.0,1.154,1.0,33.872
Methane+Air,300.0,1.16,1.0,36.1
Methane+Air,300.0,1.195,1.0,35.054
Methane+Air,300.0,1.197,2.0,24.56
Methane+Air,300.0,1.198,1.0,33.176
Methane+Air,300.0,1.198,2.0,23.704
Methane+Air,300.0,1.198,3.0,21.159
Methane+Air,300.0,1.199,1.0,33.368
Methane+Air,300.0,1.199,2.0,25.972
Methane+Air,300.0,1.199,4.0,17.391
Methane+Air,300.0,1.199,5.0,16.888
Methane+Air,300.0,1.199,10.0,11.084
Methane+Air,300.0,1.199,20.0,13.227
Methane+Air,300.0,1.2,3.0,20.942
Methane+Air,300.0,1.2,10.0,9.323
Methane+Air,300.0,1.201,1.0,34.034
Methane+Air,300.0,1.201,4.0,17.089
Methane+Air,300.0,1.201,10.0,19.44
Methane+Air,300.0,1.202,10.0,11.74
Methane+Air,300.0,1.203,4.0,20.29
Methane+Air,300.0,1.21,1.0,31.79
Methane+Air,300.0,1.25,1.0,29.977
Methane+Air,300.0,1.256,1.0,28.516
Methane+Air,300.0,1.258,1.0,28.934
Methane+Air,300.0,1.288,1.0,21.283
Methane+Air,300.0,1.29,3.0,15.58
Methane+Air,300.0,1.296,5.0,11.051
Methane+Air,300.0,1.297,2.0,16.43
Methane+Air,300.0,1.297,3.0,12.101
Methane+Air,300.0,1.298,2.0,19.083
Methane+Air,300.0,1.298,3.0,14.275
Methane+Air,300.0,1.298,4.0,10.99
Methane+Air,300.0,1.298,5.0,12.379
Methane+Air,300.0,1.298,10.0,7.459
Methane+Air,300.0,1.299,1.0,27.056
Methane+Air,300.0,1.299,2.0,20.367
